Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Central Nervous System Development (GO:0007417),-0.45084793575764026,-2.300818417582508,0.0,0.0002877704345258229,0.001,133/268,24.77%,Ecrg4;Vit;Ufm1;Amigo3;C1qa;Ier3ip1;Rtn4;Agtr2;Marcks;Adgra2;Atxn1;Aldh3a2;Prop1;Sctr;Meis2;Pkd2;Nes;Vax1;Marcksl1;Pten;Lsr;Wwp1;Egr2;Zic1;Pax6;Shh;Nckap1;Lig4;Zic5;Ptpn11;Slc2a1;Zic2;Sox12;Msi2;Rtn3;Rnf103;Dlx2;Ufc1;S100b;Glis2;Smarca1;Loxl3;Atp6ap2;Hes5;Btd;Mog;Pkd1;Thoc6;Sox3;Meltf;Ppt1;Utp3;Dcx;Macroh2a2;Sox11;Rbbp7;Sox10;Hspg2;Chd8;Eif2b5;Aff2;Ankle2;Pitpnm1;Sox9;Mink1;Meis1;Nr4a2;Nkx2-2;Sptbn1;Rab18;Ugp2;Tppp;Hpcal4;Aplp1;Nhlh2;Six3;Klk6;Atoh1;Slc8a3;Bag6;Nnat;Grik1;Sntg2;Rps6ka6;Ptprz1;Pbx1;Cdk5r1;Cntn6;Setd1a;Sox8;Msi1;Sox4;Foxj1;Adora2a;Aldh5a1;Cntn1;Amigo1;Dner;Zic3;Pcdh18;Brinp3;Tagln3;Pou3f3;Cic;Shroom2;Grin2d;Rtn1;Adgrl2;App;Gba2;Adam22;Ndrg4;Smo;Ahi1;Zic4;Cx3cr1;Adgrl3;Il1rapl2;Cyp26c1;Sh3gl2;Cdh2;Cntnap2;Pou6f1;Mal;Robo2;Ptch1;Npas1;Nf1;Ppp1r17;Shc3;Serpini1;Sh3gl3;Aplp2
prerank,Endocardial Cushion Morphogenesis (GO:0003203),-0.713802070295311,-2.277475176534253,0.0,0.0007913686949460129,0.003,13/21,17.60%,Tbx20;Tbx2;Tgfb2;Acvrl1;Nog;Heyl;Apc;Bmp4;Hey1;Sox9;Bmpr1a;Gata5;Adamts5
prerank,Embryonic Digestive Tract Development (GO:0048566),-0.7269693848054316,-2.272074608137837,0.0,0.0009739922399335544,0.004,11/19,16.06%,Pkdcc;Rarb;Rarres2;Stra6;Tgfb2;Foxf1;Sall1;Gli2;Sox11;Pdgfra;Pcsk5
prerank,Learning (GO:0007612),-0.5972279415054065,-2.2539044862640067,0.0,0.0018088427313051722,0.008,30/41,28.53%,Stra6;Fyn;Atxn1;Atad1;Ptn;Drd2;Cldn5;Gpr88;Nrxn3;Ppp3cb;Fgf13;Brsk1;Th;Slc6a1;Eif2ak4;Slc8a3;Ythdf1;Cic;Ntrk2;Dlg4;Syt11;Mapk8ip2;Cntnap2;Shank2;Shank3;Nrxn1;Nlgn3;Lgmn;Map1a;Shank1
prerank,Respiratory Tube Development (GO:0030323),-0.6466714140173185,-2.2434188768664436,0.0,0.0016882532158848276,0.008,17/27,25.75%,Stra6;Dnaaf1;Fgf7;Polr2d;Shh;Foxf1;Loxl3;Gli2;Bmp4;Vegfa;Pcsk5;Bag6;Zic3;Fgfr2;Fgf9;Ccdc40;Nphp3
prerank,Epithelial Tube Morphogenesis (GO:0060562),-0.6285543196352703,-2.2384913226287972,0.0,0.001978421737365032,0.01,15/33,14.97%,Tbx20;Podxl;Pkd2;Slit2;Rasip1;Acvrl1;Met;Shh;Pkd1;Nkx3-1;Gli2;Fgf10;Bmp4;Rhob;Mtss1
prerank,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),-0.5933603949017238,-2.2373254037053143,0.0,0.0018620439881082654,0.01,17/49,14.37%,Itgb1bp1;Crk;Carmil1;Cdc42;Coro1c;Dock1;Fermt2;Efna5;Spry4;Kank1;Lims2;Meltf;P4hb;Myadm;Rcc2;Ptk2;Rac1
prerank,Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),-0.6607866788043307,-2.231770399532525,0.0,0.0019344568098680318,0.011,14/26,22.80%,Crb2;Pard6g;Pard6a;Fscn1;Pals1;Llgl1;Pard3;Dlg1;Dlg2;Mtcl1;Foxj1;Ooep;Dlg4;Prkci
prerank,Monoatomic Anion Transmembrane Transport (GO:0098656),-0.5584722688421991,-2.2300427664678137,0.0,0.0018326432935591881,0.011,27/53,19.06%,Ano4;Slc5a6;Slc5a5;Gabra6;Gabra2;Slc12a3;Cftr;Lrrc8d;Slc12a2;Gabrg1;Slc26a9;Slc12a9;Slc1a3;Slc1a7;Glra2;Lrrc8b;Slc6a1;Gabrg3;Ano8;Gabrb2;Gabra3;Glrb;Gabrb1;Gabrg2;Gabrb3;Gabra1;Gabra4
prerank,Chemical Synaptic Transmission (GO:0007268),-0.45267180281696634,-2.2266157535668074,0.0,0.0020575586068596334,0.012,149/263,28.22%,Slc17a8;Pde7b;Gad1;Lin7c;Rapsn;Ptchd1;Lpar3;Chrnb3;Pdlim4;Htr1b;Chrne;Stac3;Pten;Omp;Gabrr2;Gabra6;Kcnmb4;Slc32a1;Slc5a7;Gabra2;Cnp;Pafah1b1;Rps6ka2;Gad2;Drd2;Htr2c;Apoe;Dtna;Gabrg1;Penk;Plp1;Slc18a3;Pmp22;Dlg1;Unc13c;Gria4;Nlgn1;Dlg2;Slc1a3;Oprk1;Gpr176;Sncg;Glra2;Mpz;Apba3;Ric3;Brsk1;Fchsd2;Th;Mink1;Lin7b;Htr6;Slc6a1;Fchsd1;Gabrg3;Chrna9;Gabrb2;Pcdhb2;Cacnb4;Htr5a;Gabra3;Grik1;Cplx1;Chrm2;Glrb;Gabrb1;Gria2;Gabrg2;Grin3b;Cacnb1;Pnoc;Snap25;Scn2b;Gabrb3;Gabbr1;Pcdhb10;Gabra1;Sst;Gabra4;Grid2;Kcnip2;Chrm4;Pcdhb16;Pdyn;Nrxn2;Htr3a;Grin2d;Chrna3;Gria1;Htr1a;Grik2;Npff;Npy5r;Hcrtr1;Gabrr3;Syn2;Apba1;Chrna7;Syt10;Pcdhb9;Dlg4;Kif1b;Kif5a;Slc18a2;Pcdhb13;Syt1;Slc1a2;Slc1a1;Npbwr1;Stxbp1;Glra3;Lin7a;Chat;Tspoap1;Grid1;Dlgap1;Slc1a6;Htr1f;Pcdhb4;Kcnd2;Spg11;Cdh8;Gabrd;Homer1;Grm3;Nptx1;Septin9;Nsg1;Kcnq2;Cacna1e;Kcnk3;Pcdhb5;Chrm5;Rit2;Gria3;Erc2;Syn1;Nrxn1;Kcnq3;Nlgn3;Gabra5;Nlgn2;Grin1;Doc2a;Htr1d;Grm4;Grik4;Unc13a;Pcdhb6
prerank,Regulation Of Neuronal Synaptic Plasticity (GO:0048168),-0.626185944499712,-2.222707742731459,0.0,0.002110316519856034,0.013,27/34,34.01%,Rab5a;Drd2;Apoe;Shisa8;Slc4a10;Neto1;Nol3;Dbn1;Zdhhc2;Syp;Grin2d;Grik2;App;Rab3a;Dlg4;Camk2b;Camk2a;Ncdn;Grin1;Shisa7;Shisa6;Nsmf;Grin2b;Shisa9;Grin2c;Ppfia3;Slc8a2
prerank,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630),-0.7552499789663958,-2.2224342579804106,0.0,0.00201439304168076,0.013,5/16,3.99%,Lif;Foxc2;Podxl;Cxcl13;Tgfb2
prerank,Circulatory System Development (GO:0072359),-0.48301655221046247,-2.2202488856702733,0.0,0.0023396987502751687,0.016,54/128,18.38%,Notch4;Crb2;Ldb3;Hand2;Stra6;Oxsr1;Cxadr;Foxc2;Dnaaf4;Tgfb2;Myl2;Foxc1;Flt4;Pdlim4;Pkd2;Gja1;Polr2d;Popdc3;Pdlim3;Acvrl1;Fn1;Pten;Tek;Slc2a12;Hey2;Shh;Ptpn11;Dvl2;Heyl;Foxf1;Nxn;Cdh5;Sall1;Pkd1;Pdgfb;Ntrk3;Gli2;Hspg2;Foxl1;Hey1;Sox9;Th;Crip1;Erbb3;Fgf12;Mef2a;Pcsk5;Aplnr;Erbb4;Slc2a10;Wt1;Tcf25;Sox4;Ramp2
prerank,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),-0.5998761973763069,-2.2183719070067554,0.0,0.002374106084838039,0.017,16/39,17.53%,Rap2a;Crb2;Lin7c;Pard6g;Cdc42;Pard6a;Pals1;Llgl1;Syne4;Pard3;Dlg1;Dlg2;Myo9a;Lin7b;Mtcl1;Ophn1
prerank,Regulation Of Potassium Ion Transport (GO:0043266),-0.6522032441080152,-2.2179026064713963,0.0,0.0022791418414445175,0.017,26/30,32.17%,Kcne2;Gnb2;Kif5b;Drd1;Drd2;Dlg1;Kcnip4;Kcnab1;Kcnip1;Kcnip2;Dpp10;Kcnip3;Ank2;Kcnab3;Nos1;Ank3;Cacna1d;Kcnn2;Casq2;Dpp6;Vip;Kcne1;Kcna5;Adra2a;Kcne5;Ptk2b
prerank,Artery Morphogenesis (GO:0048844),-0.6421160019032429,-2.2118176972317585,0.0,0.002313231569842192,0.018,16/30,19.34%,Folr1;Stra6;Tbx2;Tgfb2;Pkd2;Hey2;Nog;Foxf1;Hoxa1;Angptl3;Bmp4;Vegfa;Bmpr1a;Bmpr2;Hes1;Pdgfrb
prerank,Ureteric Bud Development (GO:0001657),-0.6981176291126595,-2.209269091686742,0.0,0.0022275563265147028,0.018,13/18,23.42%,Oxsr1;Gpc3;Foxc1;Pkd2;Slit2;Bmp7;Sall1;Bmp4;Wt1;Foxj1;Fgfr2;Npnt;Robo2
prerank,Mesenchyme Morphogenesis (GO:0072132),-0.7145601437526555,-2.2041937497633826,0.0,0.002261053414131465,0.019,11/18,17.60%,Tbx20;Tbx2;Tgfb2;Acvrl1;Nog;Heyl;Apc;Hey1;Sox9;Bmpr1a;Adamts5
prerank,Heart Development (GO:0007507),-0.46178468112406185,-2.2017284671773436,0.0,0.002183086055023484,0.019,67/165,18.38%,Bmp5;Ldb3;Mesp2;Hand2;Stra6;Oxsr1;Tbx2;Cxadr;Foxc2;Dnaaf4;Synpo2l;Tgfb2;Ephb4;Gpc3;Myl2;Foxc1;Fkbp1a;Pdlim4;Pkd2;Gja1;Polr2d;Popdc3;Pdlim3;Acvrl1;Fn1;Pten;Tek;Shh;Dand5;Ptpn11;Myh6;Dvl2;Foxf1;Bmp7;Apln;Sall1;Pkd1;Pdgfb;Sgcd;Csrp3;Ntrk3;Gli2;Ccm2l;Bmp4;Foxl1;Myh7;Ptk2;Vegfa;Sox9;Th;Ndufv2;Crip1;Flrt2;Erbb3;Fgf12;Mef2a;Bmpr2;Gata4;Pcsk5;Gata5;Aplnr;Ift122;Erbb4;Wt1;Tcf25;Sox4;Ramp2
prerank,Regulation Of Postsynapse Organization (GO:0099175),-0.6579034735641734,-2.1984423142578335,0.0,0.002110316519856034,0.019,18/25,27.64%,Cfl1;Wnt5a;Vps35;Tanc1;Arhgap22;Il1rapl1;Nol3;Cdk5r1;Srcin1;Sipa1l1;Cdkl5;Ppfia2;Homer1;Tanc2;Shank3;Kif1a;Lzts3;Epha4
prerank,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),-0.6503462062840624,-2.1982890181440706,0.0,0.002042241793409065,0.019,19/27,27.38%,Casq1;Calm2;Pkd2;Stac3;Ppp3r2;Ppp3r1;Stac;Calm1;Ppp3cb;Atp2a1;Jph2;Atp1b1;Akap6;Ank2;Ppp3ca;Trdn;Calm3;Htt;Gstm2
prerank,Axon Guidance (GO:0007411),-0.47025536366530724,-2.1858494889527447,0.0,0.0022751849979697866,0.022,98/144,32.41%,Sema3d;Efna4;Wnt5a;Sema4c;Fyn;Ntn1;Notch3;Slit2;Fez2;Alcam;Epha8;Klf7;Sema3f;Kif5b;Efna5;Cxcl12;Shh;Efnb3;Igsf9;Efnb2;Sema3g;Fez1;Nrxn3;Ptprm;Gli2;Sema3a;Sema6a;Kif5c;Boc;Ptk2;Niban2;Vegfa;Rac1;Ephb1;Efna1;Sema3c;Sema6c;Lgr6;Bdnf;Efnb1;Unc5b;Ophn1;Dcc;Enah;Cdk5r1;Cntn6;Plxnb1;Mypn;Cntn1;Plxnb3;Efna2;Cntn2;Smo;Kif5a;Lgi1;Neo1;Lrtm2;Robo4;Robo2;Arhgap35;Sema3b;Sema6d;Rac3;Nfib;Plxna3;Ncam1;Mycbp2;Nrxn1;Cyfip2;Nexn;Nrcam;Epha4;Ret;Trio;Epha10;Lrtm1;Arhgef25;Lhx1;Tubb3;Chn1;Sema6b;Cyfip1;Sema7a;Gdnf;Plxnb2;Usp33;Nell1;Epha7;Ephb3;Kalrn;Scn1b;Epha3;Epha5;Dag1;Gap43;Cntn4;Dpysl5;Unc5c
prerank,Anterograde Trans-Synaptic Signaling (GO:0098916),-0.44570970628952694,-2.1844319152270075,0.0,0.0022062399980313087,0.022,107/192,28.22%,Pde7b;Gad1;Rapsn;Ptchd1;Lpar3;Chrnb3;Htr1b;Chrne;Omp;Gabrr2;Kcnmb4;Cnp;Pafah1b1;Rps6ka2;Gad2;Htr2c;Dtna;Penk;Plp1;Slc18a3;Pmp22;Dlg1;Unc13c;Nlgn1;Dlg2;Slc1a3;Oprk1;Gpr176;Sncg;Glra2;Mpz;Apba3;Mink1;Htr6;Slc6a1;Chrna9;Gabrb2;Pcdhb2;Cacnb4;Htr5a;Grik1;Cplx1;Chrm2;Glrb;Gabrb1;Gria2;Cacnb1;Pnoc;Snap25;Scn2b;Gabrb3;Pcdhb10;Sst;Kcnip2;Chrm4;Pcdhb16;Pdyn;Nrxn2;Htr3a;Chrna3;Gria1;Htr1a;Grik2;Npff;Npy5r;Hcrtr1;Gabrr3;Syn2;Apba1;Syt10;Pcdhb9;Dlg4;Kif5a;Slc18a2;Pcdhb13;Syt1;Slc1a2;Slc1a1;Npbwr1;Glra3;Dlgap1;Slc1a6;Htr1f;Pcdhb4;Kcnd2;Spg11;Gabrd;Homer1;Grm3;Nptx1;Kcnq2;Cacna1e;Kcnk3;Pcdhb5;Chrm5;Rit2;Syn1;Nrxn1;Kcnq3;Nlgn3;Nlgn2;Grin1;Doc2a;Htr1d;Grm4;Grik4;Pcdhb6
prerank,Cell Junction Organization (GO:0034330),-0.528156308661251,-2.1824073288591537,0.0,0.0022344527857299187,0.023,32/61,23.71%,Marveld2;C1qa;Cxadr;Cdc42;Tgfb2;Ocln;Cldn1;Grm5;Lrp4;Tjp3;Lims2;Pin1;Sncg;Myo9a;Tjp1;Slc6a1;Elfn1;Rab39b;Slc8a3;Ophn1;Tjp2;Pak3;Ctnnd2;Ppfia2;Ppfia1;App;Chrna7;Psen1;Ppfia4;Prkci;Ajm1;Tgfb3
prerank,Regulation Of Dendrite Development (GO:0050773),-0.5832040738280112,-2.1736086475543552,0.0,0.0027132640969577586,0.029,16/38,20.01%,Bmp5;Rap2a;Hecw2;Ptn;Bmp7;Sdc2;Tnik;Vldlr;Rab17;Sez6;Alk;Dbn1;Dcc;Csmd3;Chrna3;Cdkl5
prerank,Cell-Cell Signaling By Wnt (GO:0198738),-0.6738292745961414,-2.159148149435292,0.0,0.003253404634778053,0.035,13/22,15.57%,Wls;Ddx3x;Wnt5a;Vps35;Pkd2;Fermt2;Csnk1a1;Nxn;Pkd1;Fzd2;Cpe;Fzd4;Usp34
prerank,Sprouting Angiogenesis (GO:0002040),-0.550268610515164,-2.154716762015274,0.0,0.0035932416419170313,0.039,20/51,19.45%,Itgb1bp1;Adgra2;Ephb4;Flt4;Slit2;Naxe;Kdr;Tek;Loxl2;Efnb2;Egr3;Nr4a1;Pik3r3;Bmp4;Vegfa;Reck;Akt1;Ramp2;Grem1;Rspo3
prerank,Glial Cell Differentiation (GO:0010001),-0.5924146111929719,-2.1409253587997625,0.0,0.004331702330230808,0.048,23/34,25.45%,Adgrg6;Egr2;Shh;Hes5;Metrn;Hapln2;Sox10;Fgf10;Eif2b5;Sox9;Erbb3;Tppp;Sox2;Slc8a3;Ptprz1;Sox8;Hapln1;Gpr157;Cdh2;Bcan;Ncan;Pick1;Nfib
prerank,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",-0.5479483584568361,-2.1341611891869037,0.0,0.0047887951796733086,0.055,18/51,15.29%,Ddx5;Hnrnpu;Hnrnpa0;Magoh;Tia1;Ddx17;Fmr1;Rbm11;Rbm8a;Rbm24;Sap18;Zbtb7a;Rnps1;Puf60;Rbmx;Ythdc1;Rbm15b;Khdrbs1
prerank,Regulation Of Metal Ion Transport (GO:0010959),-0.6013140036732985,-2.1331276376485526,0.0,0.004827349039170679,0.057,19/34,27.74%,Ywhah;Hfe;Nkain4;Nkain2;Drd2;Nkain1;Grin3b;Sri;Nkain3;Sptbn4;Casr;Atp1a1;Camk2g;P2rx7;Slc30a6;Cacna2d1;Camk2b;Nos1;Ank3
prerank,Modulation By Host Of Viral Process (GO:0044788),-0.6823709635102939,-2.122125954653905,0.0,0.005095642328432864,0.062,13/21,19.95%,Cfl1;Zdhhc20;Rab5a;Cdc42;Zdhhc9;Rock2;Pik3c2g;Rab29;Cav2;Krt17;Ppib;Pitx3;Nucks1
prerank,Regulation Of Filopodium Assembly (GO:0051489),-0.5618938649321366,-2.1209830883108705,0.0,0.005125054405364655,0.064,23/40,26.28%,Myo10;Rab5a;Cdc42;Fmr1;Clu;Fscn1;Gpm6a;Plppr5;Nlgn1;Rhoq;Wasl;Fnbp1l;Myo3a;Dpysl3;Rala;Rab17;Mien1;Agrn;Ppp1r16b;Tgfb3;Arf6;Daam2;Palm
prerank,Cell-Matrix Adhesion (GO:0007160),-0.4683825909332053,-2.120762753811867,0.0,0.005005867093611988,0.064,43/106,23.51%,Itgb1bp1;Itgb4;Ecm2;Actn2;Peak1;Thsd1;Nid2;Fermt2;Bcr;Fn1;Col13a1;Vcam1;Itga8;Cttn;Adam15;Actn3;Ddr1;Thbs3;Itgb8;Pkd1;Itga9;Itga7;Itga11;Angptl3;Rcc2;Otoa;Itgad;Rac1;Cdh11;Itga10;Mslnl;Src;Fermt1;Dynll1;Ppfia2;Ppfia1;Arhgef7;Sgce;Itgbl1;Sorbs1;Npnt;Fgl1;Trip6
prerank,Regulation Of Cell-Substrate Junction Assembly (GO:0090109),-0.6629243923504123,-2.1196463252702253,0.0,0.005035982604201901,0.066,10/21,14.03%,Fyn;Peak1;Coro1c;Dapk3;Efna5;Rock2;Gpm6b;Limch1;Dusp3;Ptk2
prerank,Blood Vessel Morphogenesis (GO:0048514),-0.5374183949679394,-2.119379800870601,0.0,0.004924071879664081,0.066,27/53,26.66%,Rasa1;Tbx20;Stra6;Flt4;Rasip1;Kdr;Hey2;Shh;Efnb2;Itgb8;Hoxa1;Angptl3;Vegfa;Aplnr;Wt1;Cav1;Ramp2;Cyp1b1;Hes1;Slc1a1;Rbpj;Cdh2;Nf1;Egfl7;Sox18;Tgfbr1;Cul7
prerank,Axonogenesis (GO:0007409),-0.4430338250798592,-2.1160818801635206,0.0,0.00522991485355626,0.071,119/184,30.91%,Sema3d;Shtn1;Efna4;Wnt5a;Sema4c;Fyn;Ntng2;Notch3;Slit2;Fez2;Epha8;Pten;Klf7;Sema3f;Kif5b;Efna5;Ulk2;Cxcl12;Shh;Efnb3;Rab10;Drd2;S100b;Igsf9;Efnb2;Sema3g;Fez1;Llgl1;S100a6;Pard3;Auts2;Nrxn3;Afg3l2;Slc9a6;Hsp90aa1;Gli2;Slitrk4;Sema3a;Ppp3cb;Sema6a;Kif5c;Boc;Brsk1;Ptk2;Niban2;Ephb1;Efna1;Sema3c;Aplp1;Sema6c;Lgr6;Bdnf;Efnb1;Ophn1;Dcc;Enah;Cdk5r1;Cntn6;Pak3;Mypn;Cntn1;Slitrk3;B4galt6;Efna2;Fgfr2;App;Ctnna2;Rab3a;Cntn2;Sptbn4;Kif5a;Lgi1;Ntng1;Neo1;Lrtm2;Robo4;Slitrk1;Robo2;Arhgap35;Sema3b;Sema6d;Spg11;Aplp2;Plppr4;Map1b;Plxna3;Hsp90ab1;Mycbp2;Nrxn1;Nlgn3;Cyfip2;Trim46;Nexn;Wnt7a;Nrcam;Epha4;Ank3;Slitrk5;Ret;Trio;Slitrk2;Epha10;Map1a;Lrtm1;Arhgef25;Atl1;Tubb3;Apbb1;Sema6b;Usp9x;Baiap2;Cyfip1;C9orf72;Sema7a;Usp33;Nell1;Epha7;Ephb3;Kalrn
prerank,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),-0.5110689765238631,-2.1153849888318628,0.0,0.005253341123896937,0.073,39/67,27.41%,Grk1;Rgs11;Kctd12;Kctd8;Cry1;Gucy2f;Klk5;Gper1;Rgs5;Camkmt;Rock2;Ramp3;Slc39a14;Gng7;Pde6h;Rgs6;Nmt2;Ywhab;Tulp3;Phb1;Gng4;Kctd16;Zdhhc7;Lrpap1;Klk6;Calcr;Rgs20;Zdhhc3;Syp;Mgrn1;Ppp1r9b;Rgs16;Dgkq;Rgs12;Plce1;Plcb1;Camk2a;Rgs2;Rgs7
prerank,Regulation Of Epithelial Cell Proliferation (GO:0050678),-0.4803151215363097,-2.1113273766655007,0.0,0.005473633473376589,0.077,37/86,25.14%,Bmp5;Erbb2;Bmp6;Nupr1;Oxsr1;Fgf7;Tgfb2;Tgfa;Cdkn1c;Six4;Ereg;Yap1;Nr4a1;Nkx3-1;Bad;Fgf10;Bmp4;Vegfa;Sox9;Gdf5;Mtss1;Lep;Nme2;Sox2;Rab33b;Scn5a;Prkd1;Nr4a3;Sfrp1;Fgfr2;Fgf9;Aqp11;Fgf18;Mcc;Egfr;Pex2;Maged1
prerank,Negative Regulation Of Protein Binding (GO:0032091),-0.49433247664569596,-2.1050786682456164,0.0,0.005684934298387685,0.082,24/68,20.25%,Hfe;Itgb1bp1;Efhb;Adrb3;Dact1;Bag2;Dkk1;Nes;Kdm1a;Adam15;Ppp1ca;Pin1;Pdgfb;Park7;Mapk8;Csnk1e;Ctnnbip1;Lrpap1;Disc1;Map2;Akt1;Cav1;Golga2;Sympk
prerank,Embryonic Digit Morphogenesis (GO:0042733),-0.6909156662789817,-2.101484741871123,0.006944444444444444,0.005887783090398336,0.084,9/17,11.67%,Oxsr1;Tbx2;Intu;Hdac2;Shh;Twist1;Nog;Sall1;Wdpcp
prerank,Synapse Organization (GO:0050808),-0.45083032261549666,-2.099707623305135,0.0,0.006020608894883392,0.088,88/130,30.73%,Appl1;C1qa;C1qb;C1qc;Cdc42;Dkk1;Gphn;Pten;Drd1;Drd2;Grm5;Gpm6a;Lrp4;Dok7;Sdf4;Rab29;Pin1;Kirrel3;Unc13c;Nlgn1;Sncg;Slc6a1;Elfn1;Pcdhb2;Rab39b;Cacnb4;Ppfibp2;Slc8a3;Bdnf;Cacnb1;Pak3;Zdhhc2;Ctnnd2;Pcdhb10;Cbln3;Dner;Slitrk3;Pcdhb16;Nrxn2;Dbnl;Ppfia2;Ppfia1;Agrn;Dnm3;App;Spock2;Chrna7;Psen1;Cntn2;Pcdhb9;Tnc;Ptprd;Pcdhb13;Ntng1;Ppfia4;Cx3cr1;Adgrl3;Cdh2;Slitrk1;Lrrc4b;Ptprs;Lrrc4c;Pcdhb4;Dctn1;Lrfn4;Flrt3;Shank2;Arhgap39;Nedd4;Pcdhb5;Shank3;Cx3cl1;Nrxn1;Nlgn3;Nrcam;Nlgn2;Ank3;Slitrk2;Unc13a;Pcdhb6;Ptprf;Sdk2;Lrfn5;Chchd10;Cyfip1;Pdzrn3;Dvl1;Sdk1
prerank,Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),-0.6203191767066554,-2.0987874950827243,0.0,0.0060265769845888675,0.09,12/26,15.57%,Wls;Ddx3x;Wnt5a;Vps35;Fermt2;Csnk1a1;Nxn;Fzd2;Bmp4;Cpe;Fzd4;Usp34
prerank,Mesonephric Tubule Development (GO:0072164),-0.6868069650255552,-2.089676055131211,0.0,0.006510127377291728,0.099,11/16,23.42%,Oxsr1;Foxc1;Pkd2;Slit2;Bmp7;Sall1;Pkd1;Wt1;Fgfr2;Npnt;Robo2
