Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,UV Response Dn,-0.36172676362673095,-1.6588970482614063,0.0,0.008211535439258212,0.011033099297893681,59/143,25.65%,Nr3c1;Erbb2;Atp2c1;Ptpn21;Fyn;Atxn1;Adora2b;Gja1;Ptgfr;Efemp1;Pten;Lpar1;Met;Col1a1;Prkca;Bckdhb;Plpp3;Dlc1;Sdc2;Magi2;Ptprm;Ddah1;Pmp22;Dlg1;Arhgef9;Pik3r3;Atrn;Fzd2;Ythdc1;Tjp1;Bmpr1a;Igfbp5;Vldlr;Ica1;Akt3;Rbpms;Rnd3;Mios;Bdnf;Bhlhe40;Irs1;Cav1;Sipa1l1;Col11a1;Pdgfrb;Adgrl2;Sri;Atrx;Celf2;Fhl2;Acvr2a;Rxra;Mmp16;Atp2b1;Insig1;Nrp1;Syne1;Nfib;Map1b
prerank,Wnt-beta Catenin Signaling,-0.4299873658209194,-1.6511024362640996,0.004098360655737705,0.008734087694483734,0.013039117352056168,12/41,14.48%,Notch4;Wnt6;Dkk1;Hdac5;Ncstn;Hdac2;Gnai1;Hey2;Dvl2;Fzd8;Hey1;Csnk1e
prerank,Protein Secretion,-0.3699234041991187,-1.6016746454131052,0.0,0.011604731901761605,0.01905717151454363,31/94,16.50%,Krt18;Rab14;Ap1g1;Copb1;Vamp4;Rab5a;Scamp1;Uso1;Arf1;Zw10;Mon2;Rab2a;Clta;Galc;Sod1;Gosr2;Dnm1l;Sec31a;Sspn;Ppt1;Rab22a;Ap2s1;Ocrl;Vps45;Cav2;Vps4b;Sec22b;Stx16;Stx12;Ica1;Cog2
prerank,Cholesterol Homeostasis,-0.36968720155198864,-1.5367041935092236,0.0,0.01847595473833098,0.033099297893681046,33/70,30.87%,Actg1;Gpx8;Pnrc1;Acss2;Clu;Nfil3;Alcam;Gnai1;Hsd17b7;Chka;Fads2;Trib3;Mal2;Fdps;Idi1;Tmem97;Srebf2;Ech1;Hmgcs1;Sc5d;Sema3b;Atf5;Ebp;Gstm2;Anxa5;Lgmn;Gldc;Stard4;Jag1;Aldoc;Mvk;Sqle;Hmgcr
prerank,KRAS Signaling Up,-0.31777709608949073,-1.525691933565106,0.0,0.01912196714176912,0.037111334002006016,47/193,18.27%,Tmem176b;Ptbp2;Cfh;Ero1a;Usp12;Lif;Tspan13;Ptcd2;C3ar1;Adgra2;Igfbp3;Adgrl4;Emp1;Aldh1a3;Rbp4;Mtmr10;Flt4;Ptprr;Mycn;Cmklr1;Ush1c;Plvap;Mafb;Tmem176a;Etv4;Ereg;Mpzl2;Tmem100;Ly96;Gucy1a1;Hbegf;Csf2;Kif5c;Cdadc1;Yrdc;Plat;Sox9;Cpe;Tspan7;Trib1;Klf4;Ccser2;Gabra3;Gprc5b;Snap25;Ngf;Arg1
prerank,Pperoxisome,-0.34452857291733624,-1.4936186767872375,0.0,0.024474641341685192,0.04914744232698094,33/99,19.65%,Ywhah;Itgb1bp1;Prdx5;Idh1;Atxn1;Pex11b;Ephx2;Esr2;Acsl4;Lonp2;Ttr;Nr1i2;Ercc1;Sod1;Smarcc1;Eci2;Idh2;Mlycd;Cln6;Slc25a19;Cadm1;Abcd2;Vps4b;Sema3c;Elovl5;Pex6;Fdps;Idi1;Retsat;Hsd17b11;Rxrg;Cnbp;Slc25a4
prerank,KRAS Signaling Dn,-0.30616285068248905,-1.4918944754920969,0.016666666666666666,0.022842998585572843,0.04914744232698094,46/193,15.07%,Fggy;Edar;Kcne2;Pcdhb1;Mx1;Rgs11;Upk3b;Ryr1;Gpr19;P2rx6;Tgfb2;Col2a1;Prop1;Htr1b;Akr1b10;Oxt;Ptgfr;Gamt;Vps50;Actc1;Slc5a5;Slc6a3;Selenop;Plag1;Tlx1;Mfsd6;Igfbp2;Slc12a3;Arpp21;Krt15;Bmpr1b;Serpinb2;Nudt11;Brdt;Krt5;Macroh2a2;Sox10;Scn10a;Slc16a7;Myh7;P2ry4;Snn;Tff2;Nr4a2;Prodh;Wnt16
prerank,Fatty Acid Metabolism,-0.3280948784551375,-1.4875474203195638,0.0,0.021835219236209336,0.05015045135406219,54/146,20.10%,Ywhah;Bphl;Gabarapl1;Idh1;Cbr3;Prdx6;Sms;Inmt;Dld;Vnn1;Suclg2;Acsl4;Aldh3a2;Acot2;Serinc1;Pdhb;Suclg1;Pdha1;Gad2;Idh3g;Hsd17b7;Ltc4s;Bckdhb;Bmpr1b;Eci2;Acadvl;Aldoa;Mlycd;Ldha;Ppara;Hsp90aa1;Sdhc;Mdh1;Metap1;Mdh2;Hadhb;Aco2;Sdha;Elovl5;Echs1;Xist;Hmgcs2;Idi1;Retsat;Ostc;Pcbd1;Erp29;Fmo1;Maoa;Hsd17b11;Eno2;Idh3b;Dlst;Glul
prerank,Hedgehog Signaling,-0.41925387485320914,-1.4682205376884085,0.026785714285714284,0.024107662867127046,0.05616850551654965,20/36,27.96%,Rasa1;Hey2;Shh;Gli1;Hey1;Vegfa;Dpysl2;Tle1;Vldlr;Ophn1;Cdk5r1;Rtn1;Ets2;Cntfr;Ptch1;Nf1;Thy1;Nrp1;Nrcam;Tle3
prerank,Complement,-0.28673139565917505,-1.4087058228140512,0.0,0.03807166430928808,0.09327983951855567,25/184,11.60%,Prss36;C2;Pla2g7;Cfh;Notch4;Cp;C1qa;Gmfb;Adra2b;Gnb2;Actn2;Vcpip1;Fyn;C1qc;Clu;Fn1;Fdx1;Cpm;Ppp2cb;Csrp1;Serpinb2;Ctso;Timp2;Mmp14;Pdgfb
prerank,mTORC1 Signaling,-0.28978899119753154,-1.4036222838789685,0.0,0.036775106082036775,0.09528585757271815,54/195,19.09%,Actr2;Ufm1;Hspe1;Nupr1;Ero1a;Plod2;Idh1;Cfp;Xbp1;Rab1a;Hprt1;Stc1;Ccng1;Pitpnb;Uso1;Nfil3;Qdpr;Fkbp2;Slc2a1;Aldoa;Ppa1;Hsp90b1;Ldha;Atp6v1d;Pgk1;Srd5a1;Pik3r3;Ssr1;Acly;Psma3;Fads2;Trib3;Cyb5b;Abcf2;Hspa4;Pnp;Elovl5;Psat1;Igfbp5;Ppia;Sdf2l1;Vldlr;Tpi1;Mllt11;Hspd1;Atp5mc1;Psmd12;Idi1;Bhlhe40;Tmem97;Ak4;Gapdh;Canx;Wars1
